dataset,condition,seed,auc,final,budget,N
excipient_mixed,llm_nopad,18,0.8446564064224896,0.8624301004820035,80,500
excipient_mixed,llm_nopad,19,0.8701305168919362,1.0,80,500
excipient_mixed,random,2,0.8189236946521498,0.8765474670404069,80,500
excipient_mixed,random,0,0.8692884975378522,0.899802322615492,80,500
excipient_mixed,random,1,0.8635610915749269,0.899802322615492,80,500
excipient_mixed,random,4,0.8556282097539009,0.8779750380030106,80,500
excipient_mixed,random,3,0.8170302886642248,0.8561660013843436,80,500
excipient_mixed,random,5,0.8034375731123564,0.899802322615492,80,500
excipient_mixed,random,6,0.7713391376236286,0.899802322615492,80,500
excipient_mixed,random,7,0.8896655906981468,0.899802322615492,80,500
excipient_mixed,random,8,0.8256004973428666,0.8765474670404069,80,500
excipient_mixed,random,9,0.8550186240694814,0.8779750380030106,80,500
excipient_mixed,random,10,0.8689458081243436,0.8765474670404069,80,500
excipient_mixed,random,11,0.8357379738507228,0.899802322615492,80,500
excipient_mixed,random,12,0.796109042450518,0.8268939293018035,80,500
excipient_mixed,random,13,0.8879446687115754,1.0,80,500
excipient_mixed,random,14,0.794265102742446,0.8268939293018035,80,500
excipient_mixed,random,15,0.844299783858564,0.899802322615492,80,500
excipient_mixed,random,16,0.8310301006902636,0.8779750380030106,80,500
excipient_mixed,random,17,0.8130977215968337,1.0,80,500
excipient_mixed,random,18,0.8108059410178882,0.8302112233987209,80,500
excipient_mixed,random,19,0.8204864963758072,0.8204864963758073,80,500
